bet_id;Account_no;Bet_date;Class_ id;Category_id;Source;bet_count;bet_amt;win_amt;Product
521;00C017    ;03/12/2012;22527_PRCH;22527;I;3;230;0;Poker
522;00J381    ;05/09/2012;323;9;N;2;230;0;Sportsbook
523;00J381    ;12/10/2012;2;9;N;2;230;0;Sportsbook
524;00J381    ;04/11/2012;323;9;N;2;230;0;Sportsbook
525;00J381    ;19/11/2012;2;9;M;4;230;0;Sportsbook
526;00497XG   ;02/09/2012;452;0;I;369;228,31;123,36;Games
527;01196ZZ   ;18/09/2012;22512_XFER;22512;I;79;227,8;112;Vegas
528;00J381    ;07/10/2012;40;6;M;1;227,25;900;Sportsbook
529;01284UW   ;04/12/2012;46;5;I;8;226;304;Sportsbook
530;01196ZZ   ;16/10/2012;36;5;I;5;225;0;Sportsbook
531;01196ZZ   ;10/11/2012;2;9;I;3;225;175;Sportsbook
532;01196ZZ   ;13/12/2012;22528_PRCH;22528;I;2;225;0;Casino
533;01152SJ   ;15/09/2012;22527_PRCH;22527;I;2;223,3667;0;Poker
534;00497XG   ;30/12/2012;601;0;I;85;222,4;156,5;Games
535;00J381    ;30/09/2012;42;4;M;1;220;0;Sportsbook
536;00J381    ;27/10/2012;2;9;M;2;220;600;Sportsbook
537;00J381    ;27/10/2012;1;5;N;2;220;0;Sportsbook
538;00J381    ;27/10/2012;2;9;N;2;220;0;Sportsbook
539;00J381    ;27/10/2012;323;9;M;2;220;0;Sportsbook
540;00J381    ;19/12/2012;2;9;M;1;220;0;Sportsbook
541;01284UW   ;25/10/2012;274;5;I;2;220;0;Sportsbook
542;01152SJ   ;17/12/2012;22528_PRCH;22528;I;5;216,3966;0;Casino
543;01284UW   ;25/12/2012;274;5;I;6;216;12,69;Sportsbook
544;01152SJ   ;30/10/2012;22528_PRCH;22528;I;1;215,4744;0;Casino
545;01284UW   ;25/12/2012;1;5;I;13;213;41,37;Sportsbook
546;00J381    ;20/10/2012;1;5;M;1;212;0;Sportsbook
547;01196ZZ   ;18/10/2012;2;9;I;1;207;0;Sportsbook
548;00J381    ;23/11/2012;40;6;M;2;205,94;0;Sportsbook
549;00J381    ;23/09/2012;2;9;M;1;204;0;Sportsbook
550;00J381    ;09/11/2012;2;9;M;1;202,25;0;Sportsbook
551;00357DG   ;15/09/2012;22512_XFER;22512;I;101;202;127,1;Vegas
552;00C017    ;15/09/2012;22527_PRCH;22527;I;1;200;0;Poker
553;00C017    ;29/09/2012;22527_PRCH;22527;I;2;200;0;Poker
554;00C017    ;25/10/2012;22527_PRCH;22527;I;1;200;0;Poker
555;00C017    ;24/11/2012;2;9;I;4;200;400;Sportsbook
556;00J381    ;06/09/2012;323;9;N;2;200;0;Sportsbook
557;00J381    ;08/09/2012;2;9;M;1;200;0;Sportsbook
558;00J381    ;09/09/2012;323;9;N;1;200;406,25;Sportsbook
559;00J381    ;11/09/2012;323;9;N;1;200;0;Sportsbook
560;00J381    ;14/09/2012;2;9;N;1;200;568,75;Sportsbook
561;00J381    ;24/09/2012;2;9;N;1;200;0;Sportsbook
562;00J381    ;30/09/2012;323;9;N;1;200;3300,78;Sportsbook
563;00J381    ;05/10/2012;2;9;M;1;200;0;Sportsbook
564;00J381    ;06/10/2012;323;9;M;1;200;0;Sportsbook
565;00J381    ;08/10/2012;323;9;M;1;200;0;Sportsbook
566;00J381    ;09/10/2012;323;9;M;1;200;0;Sportsbook
567;00J381    ;11/10/2012;2;9;M;1;200;0;Sportsbook
568;00J381    ;14/10/2012;323;9;M;2;200;0;Sportsbook
569;00J381    ;16/10/2012;2;9;N;1;200;0;Sportsbook
570;00J381    ;24/10/2012;323;9;M;2;200;0;Sportsbook
571;00J381    ;25/10/2012;2;9;M;2;200;0;Sportsbook
572;00J381    ;05/11/2012;2;9;M;1;200;0;Sportsbook
573;00J381    ;10/11/2012;2;9;N;1;200;0;Sportsbook
574;00J381    ;14/11/2012;40;6;M;1;200;0;Sportsbook
575;00J381    ;17/11/2012;5;11;M;1;200;0;Sportsbook
576;00J381    ;18/11/2012;323;9;M;1;200;0;Sportsbook
577;00J381    ;20/11/2012;323;9;N;1;200;0;Sportsbook
578;00J381    ;25/11/2012;1;5;N;4;200;0;Sportsbook
579;00J381    ;26/11/2012;2;9;M;1;200;700;Sportsbook
580;00J381    ;30/11/2012;323;9;M;1;200;0;Sportsbook
581;00J381    ;01/12/2012;323;9;M;1;200;0;Sportsbook
582;00J381    ;08/12/2012;323;9;M;1;200;0;Sportsbook
583;00J381    ;11/12/2012;1;5;I;1;200;0;Sportsbook
584;00J381    ;11/12/2012;323;9;M;1;200;528,13;Sportsbook
585;00J381    ;14/12/2012;2;9;M;1;200;0;Sportsbook
586;00J381    ;16/12/2012;1;5;N;2;200;0;Sportsbook
587;00J381    ;17/12/2012;323;9;M;1;200;0;Sportsbook
588;00J381    ;23/12/2012;323;9;M;1;200;0;Sportsbook
589;01148BP   ;10/09/2012;2;9;I;1;200;0;Sportsbook
590;01148BP   ;11/09/2012;2;9;N;1;200;0;Sportsbook
591;01148BP   ;19/09/2012;2;9;I;1;200;0;Sportsbook
592;01148BP   ;30/09/2012;2;9;M;1;200;0;Sportsbook
593;01148BP   ;31/10/2012;2;9;N;1;200;0;Sportsbook
594;01148BP   ;22/11/2012;2;9;I;1;200;0;Sportsbook
595;01196ZZ   ;20/10/2012;22528_PRCH;22528;I;1;200;0;Casino
596;01196ZZ   ;07/12/2012;22512_XFER;22512;I;2;200;0;Vegas
597;01196ZZ   ;21/12/2012;22512_XFER;22512;I;1;200;0;Vegas
598;01284UW   ;30/10/2012;36;5;I;2;200;0;Sportsbook
599;00C017    ;18/09/2012;22527_PRCH;22527;I;1;190;0;Poker
600;00C017    ;21/10/2012;22527_PRCH;22527;I;2;190;0;Poker
601;01152SJ   ;10/10/2012;22528_PRCH;22528;I;1;186,6368;0;Casino
602;01152SJ   ;04/11/2012;22528_PRCH;22528;I;1;186,544;0;Casino
603;00J381    ;08/09/2012;2;9;N;1;180;0;Sportsbook
604;00J381    ;27/09/2012;2;9;M;2;180;0;Sportsbook
605;00J381    ;20/10/2012;323;9;M;1;180;402,19;Sportsbook
606;00J381    ;16/11/2012;323;9;M;1;180;1608,75;Sportsbook
607;00J381    ;29/12/2012;1;5;M;3;180;0;Sportsbook
608;01196ZZ   ;29/09/2012;1;5;I;5;180;91,67;Sportsbook
609;00J381    ;17/11/2012;2;9;M;1;178;0;Sportsbook
610;01152SJ   ;13/12/2012;22528_PRCH;22528;I;4;174,0428;0;Casino
611;01152SJ   ;19/10/2012;22528_PRCH;22528;I;1;171,9011;0;Casino
612;00J381    ;30/09/2012;1;5;M;4;170;0;Sportsbook
613;00J381    ;30/11/2012;2;9;N;1;170;0;Sportsbook
614;01152SJ   ;20/09/2012;22528_PRCH;22528;I;1;160,0591;0;Casino
615;00C017    ;28/10/2012;22527_PRCH;22527;I;1;160;0;Poker
616;00J381    ;19/10/2012;2;9;N;1;160;0;Sportsbook
617;00J381    ;29/12/2012;MANUAL ;0;N;1;160;0;#N/D
618;01196ZZ   ;23/09/2012;1;5;M;2;160;300,91;Sportsbook
619;00J381    ;29/09/2012;1;5;M;5;155;0;Sportsbook
620;01284UW   ;08/12/2012;46;5;I;14;155;97,75;Sportsbook
621;00J381    ;10/09/2012;45;17;M;1;153,63;0;Sportsbook
622;00C017    ;10/11/2012;22527_PRCH;22527;I;2;152,99;0;Poker
623;00357DG   ;05/12/2012;635;0;I;33;151;41,6;Games
624;00J381    ;26/11/2012;323;9;M;1;150,31;1343,4;Sportsbook
625;00C017    ;16/09/2012;22527_PRCH;22527;I;2;150;0;Poker
626;00C017    ;04/12/2012;22527_PRCH;22527;I;1;150;0;Poker
627;00C017    ;12/12/2012;22527_PRCH;22527;I;2;150;0;Poker
628;00C017    ;23/12/2012;22527_PRCH;22527;I;1;150;0;Poker
629;00J381    ;02/09/2012;323;9;M;1;150;0;Sportsbook
630;00J381    ;03/09/2012;323;9;M;1;150;0;Sportsbook
631;00J381    ;12/09/2012;323;9;N;1;150;0;Sportsbook
632;00J381    ;14/09/2012;323;9;M;1;150;0;Sportsbook
633;00J381    ;15/09/2012;1;5;M;1;150;0;Sportsbook
634;00J381    ;15/09/2012;323;9;N;1;150;0;Sportsbook
635;00J381    ;18/09/2012;2;9;M;1;150;0;Sportsbook
636;00J381    ;19/09/2012;2;9;M;1;150;0;Sportsbook
637;00J381    ;20/09/2012;323;9;M;1;150;0;Sportsbook
638;00J381    ;20/09/2012;323;9;N;1;150;0;Sportsbook
639;00J381    ;23/09/2012;40;6;M;1;150;0;Sportsbook
640;00J381    ;26/09/2012;2;9;M;2;150;0;Sportsbook
641;00J381    ;26/09/2012;323;9;M;1;150;0;Sportsbook
642;00J381    ;04/10/2012;42;4;M;1;150;0;Sportsbook
643;00J381    ;06/10/2012;2;9;M;1;150;1406,25;Sportsbook
644;00J381    ;13/10/2012;40;6;M;1;150;0;Sportsbook
645;00J381    ;13/10/2012;323;9;M;1;150;0;Sportsbook
646;00J381    ;16/10/2012;323;9;N;1;150;0;Sportsbook
647;00J381    ;19/10/2012;323;9;N;1;150;0;Sportsbook
648;00J381    ;21/10/2012;323;9;N;1;150;0;Sportsbook
649;00J381    ;25/10/2012;323;9;N;1;150;0;Sportsbook
650;00J381    ;26/10/2012;323;9;M;1;150;0;Sportsbook
651;00J381    ;01/11/2012;323;9;N;1;150;0;Sportsbook
652;00J381    ;19/11/2012;323;9;M;1;150;0;Sportsbook
653;00J381    ;21/11/2012;323;9;M;1;150;0;Sportsbook
654;00J381    ;21/11/2012;323;9;N;1;150;0;Sportsbook
655;00J381    ;22/11/2012;2;9;M;1;150;0;Sportsbook
656;00J381    ;24/11/2012;MANUAL ;0;N;1;150;0;#N/D
657;00J381    ;25/11/2012;323;9;N;1;150;0;Sportsbook
658;00J381    ;29/11/2012;2;9;M;1;150;0;Sportsbook
659;00J381    ;29/11/2012;323;9;M;1;150;0;Sportsbook
660;00J381    ;02/12/2012;323;9;M;1;150;0;Sportsbook
661;00J381    ;03/12/2012;323;9;M;1;150;0;Sportsbook
662;00J381    ;07/12/2012;2;9;N;1;150;0;Sportsbook
663;00J381    ;07/12/2012;323;9;N;1;150;0;Sportsbook
664;00J381    ;13/12/2012;323;9;M;1;150;0;Sportsbook
665;01284UW   ;14/10/2012;1;5;I;1;150;0;Sportsbook
666;01284UW   ;01/11/2012;274;5;I;1;150;0;Sportsbook
667;00357DG   ;08/12/2012;22512_XFER;22512;I;19;148;17,3;Vegas
668;01284UW   ;27/10/2012;46;5;I;3;145;0;Sportsbook
669;00J381    ;17/09/2012;40;6;M;1;143,13;0;Sportsbook
670;01284UW   ;13/11/2012;46;5;I;15;141,5;192,41;Sportsbook
671;00J381    ;04/09/2012;2;9;N;1;140;0;Sportsbook
672;00J381    ;09/09/2012;40;6;N;1;140;0;Sportsbook
673;00J381    ;22/09/2012;2;9;N;1;140;0;Sportsbook
674;00J381    ;22/09/2012;323;9;M;1;140;0;Sportsbook
675;00J381    ;25/09/2012;323;9;M;1;140;0;Sportsbook
676;00J381    ;18/10/2012;2;9;N;1;140;0;Sportsbook
677;01284UW   ;31/10/2012;274;5;I;2;140;0;Sportsbook
678;01152SJ   ;07/09/2012;22527_PRCH;22527;I;1;138,5216;0;Poker
679;01152SJ   ;18/12/2012;22527_PRCH;22527;I;1;137,5665;0;Poker
680;01152SJ   ;17/12/2012;22527_PRCH;22527;I;1;135,7116;0;Poker
681;00C017    ;29/12/2012;22508_STKE;22508;I;26;133,5;0;Bingo
682;00J381    ;05/11/2012;323;9;M;1;130;0;Sportsbook
683;00J381    ;30/11/2012;323;9;N;1;130;0;Sportsbook
684;00J381    ;06/12/2012;323;9;M;1;130;0;Sportsbook
685;00357DG   ;26/11/2012;182;0;I;63;126;91,66;Games
686;01152SJ   ;08/09/2012;22528_PRCH;22528;I;1;125,6834;0;Casino
687;01152SJ   ;30/10/2012;22527_PRCH;22527;I;1;125,4347;0;Poker
688;00J381    ;29/09/2012;323;9;M;1;125;0;Sportsbook
689;01148BP   ;03/10/2012;2;9;N;1;125;0;Sportsbook
690;01152SJ   ;24/10/2012;22528_PRCH;22528;I;1;124,8284;0;Casino
691;01152SJ   ;27/11/2012;22528_PRCH;22528;I;1;124,7738;0;Casino
692;00C017    ;05/09/2012;22527_PRCH;22527;I;1;122;0;Poker
693;01284UW   ;24/12/2012;274;5;I;7;121,7;0,46;Sportsbook
694;00J381    ;27/12/2012;2;9;M;1;120,38;0;Sportsbook
695;00C017    ;10/09/2012;22527_PRCH;22527;I;1;120;0;Poker
696;00C017    ;14/11/2012;22527_PRCH;22527;I;1;120;0;Poker
697;00J381    ;08/09/2012;323;9;N;1;120;0;Sportsbook
698;00J381    ;14/09/2012;323;9;N;1;120;0;Sportsbook
699;00J381    ;27/09/2012;323;9;M;2;120;625,63;Sportsbook
700;00J381    ;29/09/2012;2;9;M;1;120;0;Sportsbook
701;00J381    ;18/10/2012;323;9;N;1;120;0;Sportsbook
702;00J381    ;23/10/2012;275;5;N;1;120;0;Sportsbook
703;00J381    ;27/10/2012;323;9;N;1;120;0;Sportsbook
704;00J381    ;03/11/2012;323;9;I;1;120;0;Sportsbook
705;00357DG   ;20/11/2012;638;0;I;58;116;90;Games
706;00J381    ;22/09/2012;MANUAL ;0;N;1;116;1036,75;#N/D
707;01284UW   ;04/12/2012;274;5;I;3;115;91,88;Sportsbook
708;00J381    ;03/11/2012;323;9;N;1;110;0;Sportsbook
709;01196ZZ   ;13/10/2012;3;8;M;2;105;52,5;Sportsbook
710;01284UW   ;23/12/2012;274;5;I;4;102;0;Sportsbook
711;00J381    ;07/12/2012;323;9;M;1;100,07;0;Sportsbook
712;00357DG   ;17/11/2012;275;5;I;2;100;0;Sportsbook
713;00C017    ;06/09/2012;22527_PRCH;22527;I;1;100;0;Poker
714;00C017    ;09/09/2012;22527_PRCH;22527;I;1;100;0;Poker
715;00C017    ;10/10/2012;22527_PRCH;22527;I;1;100;0;Poker
716;00C017    ;06/11/2012;22527_PRCH;22527;I;1;100;0;Poker
717;00C017    ;11/11/2012;22527_PRCH;22527;I;1;100;0;Poker
718;00J381    ;04/09/2012;323;9;M;1;100;0;Sportsbook
719;00J381    ;11/09/2012;2;9;N;1;100;0;Sportsbook
720;00J381    ;26/09/2012;1;5;M;2;100;0;Sportsbook
721;00J381    ;28/09/2012;40;6;M;1;100;0;Sportsbook
722;00J381    ;04/10/2012;40;6;M;1;100;0;Sportsbook
723;00J381    ;09/10/2012;2;9;M;1;100;0;Sportsbook
724;00J381    ;28/10/2012;323;9;N;1;100;0;Sportsbook
725;00J381    ;31/10/2012;2;9;N;1;100;0;Sportsbook
726;00J381    ;31/10/2012;323;9;N;1;100;0;Sportsbook
727;00J381    ;10/11/2012;1;5;N;1;100;0;Sportsbook
728;00J381    ;15/11/2012;323;9;N;1;100;0;Sportsbook
729;00J381    ;22/11/2012;275;5;N;2;100;0;Sportsbook
730;00J381    ;24/11/2012;323;9;M;1;100;0;Sportsbook
731;01196ZZ   ;01/09/2012;2;9;I;1;100;0;Sportsbook
732;01196ZZ   ;01/09/2012;22528_PRCH;22528;I;1;100;0;Casino
733;01196ZZ   ;24/09/2012;1;5;M;1;100;0;Sportsbook
734;01196ZZ   ;06/10/2012;10;16;I;1;100;1000;Sportsbook
735;01196ZZ   ;20/10/2012;323;9;I;1;100;350;Sportsbook
736;01196ZZ   ;02/11/2012;2;9;I;1;100;0;Sportsbook
737;01196ZZ   ;18/11/2012;1;5;I;2;100;275;Sportsbook
738;01196ZZ   ;08/12/2012;3;8;I;1;100;0;Sportsbook
739;01196ZZ   ;18/12/2012;22512_XFER;22512;I;2;100;0;Vegas
740;01284UW   ;03/12/2012;274;5;I;8;100;276;Sportsbook
741;01152SJ   ;05/10/2012;22527_PRCH;22527;I;1;99,3357;0;Poker
742;00C017    ;19/10/2012;22508_STKE;22508;I;11;97,2;0;Bingo
743;00357DG   ;13/11/2012;612;0;I;16;96;35,25;Games
744;01284UW   ;09/11/2012;46;5;I;10;92;67,2;Sportsbook
745;00357DG   ;19/11/2012;638;0;I;45;90;19,5;Games
746;01196ZZ   ;18/11/2012;3;8;I;1;90;0;Sportsbook
747;01196ZZ   ;11/12/2012;1;5;I;3;90;0;Sportsbook
748;01284UW   ;25/12/2012;46;5;I;3;88;186,9;Sportsbook
749;01284UW   ;14/11/2012;36;5;I;11;83,1;0;Sportsbook
750;00357DG   ;17/11/2012;635;0;I;29;82;32,3;Games
751;01152SJ   ;19/09/2012;22527_PRCH;22527;I;2;80,0838;0;Poker
752;00J381    ;16/09/2012;46;5;M;1;80;0;Sportsbook
753;00J381    ;28/09/2012;385;6;M;1;80;0;Sportsbook
754;00J381    ;23/10/2012;275;5;M;1;80;0;Sportsbook
755;00J381    ;04/11/2012;1;5;M;1;80;0;Sportsbook
756;00357DG   ;26/10/2012;612;0;I;38;76;26,25;Games
757;01284UW   ;30/11/2012;1;5;I;3;76;0;Sportsbook
758;01284UW   ;09/11/2012;274;5;I;7;75;0;Sportsbook
759;00357DG   ;14/11/2012;601;0;I;17;72;20,5;Games
760;00J381    ;12/12/2012;2;9;M;1;70,13;0;Sportsbook
761;01284UW   ;26/12/2012;1;5;I;8;68;19,61;Sportsbook
762;01284UW   ;22/12/2012;274;5;I;6;67;125,63;Sportsbook
763;00357DG   ;20/11/2012;601;0;I;32;64;15;Games
764;01284UW   ;02/12/2012;40;6;I;3;64;0;Sportsbook
765;01152SJ   ;05/09/2012;22528_PRCH;22528;I;1;62,9802;0;Casino
766;01152SJ   ;14/09/2012;22527_PRCH;22527;I;1;62,1504;0;Poker
767;01152SJ   ;20/10/2012;22528_PRCH;22528;I;1;62,004;0;Casino
768;01152SJ   ;28/09/2012;22528_PRCH;22528;I;1;61,8276;0;Casino
769;00357DG   ;30/11/2012;638;0;I;30;60;40,25;Games
770;00J381    ;25/09/2012;2;9;M;1;60;0;Sportsbook
771;01196ZZ   ;25/09/2012;22528_PRCH;22528;I;1;60;0;Casino
772;01196ZZ   ;27/10/2012;1;5;I;2;60;0;Sportsbook
773;01284UW   ;28/12/2012;274;5;I;10;58,2;74,18;Sportsbook
774;01284UW   ;28/10/2012;46;5;I;8;58;0;Sportsbook
775;01284UW   ;19/12/2012;274;5;I;3;55;99,5;Sportsbook
776;01284UW   ;29/12/2012;1;5;I;14;54,97;17,02;Sportsbook
777;00J381    ;21/10/2012;2;9;M;1;50,19;0;Sportsbook
778;00C017    ;22/09/2012;22527_PRCH;22527;I;1;50;0;Poker
779;00J381    ;04/10/2012;2;9;M;1;50;0;Sportsbook
780;00J381    ;12/10/2012;36;5;M;2;50;0;Sportsbook
781;00J381    ;04/11/2012;1;5;N;2;50;0;Sportsbook
782;01196ZZ   ;13/10/2012;10;16;M;5;50;0;Sportsbook
783;01196ZZ   ;24/11/2012;22528_PRCH;22528;I;1;50;0;Casino
784;01284UW   ;13/11/2012;1;5;I;6;50;0;Sportsbook
785;01284UW   ;24/12/2012;1;5;I;5;50;0;Sportsbook
786;00357DG   ;10/11/2012;22508_STKE;22508;I;27;49,8;0;Bingo
787;00775SM   ;25/09/2012;452;0;I;24;49,25;27,75;Games
788;00357DG   ;14/11/2012;638;0;I;24;48;9,25;Games
789;01284UW   ;25/12/2012;273;3;I;2;46;0;Sportsbook
790;01284UW   ;27/11/2012;46;5;I;8;41;0;Sportsbook
791;01284UW   ;06/12/2012;46;5;I;6;40,3;95,7;Sportsbook
792;01196ZZ   ;23/09/2012;2;9;M;1;40;0;Sportsbook
793;01196ZZ   ;23/09/2012;22528_PRCH;22528;I;1;40;0;Casino
794;01196ZZ   ;23/10/2012;1;5;I;5;40;0;Sportsbook
795;01196ZZ   ;10/11/2012;1;5;I;2;40;0;Sportsbook
796;01196ZZ   ;26/11/2012;22528_PRCH;22528;I;2;40;0;Casino
797;01196ZZ   ;13/12/2012;3;8;I;1;40;0;Sportsbook
798;01284UW   ;27/11/2012;1;5;I;7;39,51;0;Sportsbook
799;01284UW   ;03/12/2012;1;5;I;4;39,3;0;Sportsbook
800;00775SM   ;13/10/2012;22512_XFER;22512;I;20;39;9;Vegas
801;01284UW   ;03/12/2012;36;5;I;6;38;90;Sportsbook
802;01284UW   ;19/12/2012;1;5;I;3;38;16,21;Sportsbook
803;01284UW   ;08/12/2012;1;5;I;7;37;0;Sportsbook
804;00775SM   ;29/09/2012;452;0;I;25;36,5;33;Games
805;00775SM   ;18/09/2012;452;0;I;16;34,75;2,25;Games
806;01284UW   ;16/11/2012;46;5;I;6;34,5;0;Sportsbook
807;01152SJ   ;03/10/2012;22527_PRCH;22527;I;1;30,9828;0;Poker
808;00775SM   ;23/09/2012;22512_XFER;22512;I;9;30,77;15,47;Vegas
809;01284UW   ;29/10/2012;46;5;I;2;30;1035;Sportsbook
810;01284UW   ;20/12/2012;274;5;I;3;25;13,15;Sportsbook
811;00775SM   ;17/09/2012;22512_XFER;22512;I;15;24,6;4,75;Vegas
812;00357DG   ;15/11/2012;638;0;I;12;24;3;Games
813;00775SM   ;20/09/2012;22512_XFER;22512;I;12;24;4,4;Vegas
814;01284UW   ;06/12/2012;36;5;I;3;24;0;Sportsbook
815;01284UW   ;08/12/2012;274;5;I;4;20,6;0;Sportsbook
816;00357DG   ;17/11/2012;22528_PRCH;22528;I;1;20;0;Casino
817;00775SM   ;30/09/2012;22528_PRCH;22528;I;1;20;0;Casino
818;01196ZZ   ;23/10/2012;275;5;I;2;20;0;Sportsbook
819;01196ZZ   ;28/11/2012;1;5;I;1;20;0;Sportsbook
820;01284UW   ;30/11/2012;36;5;I;2;20;0;Sportsbook
821;01284UW   ;19/12/2012;46;5;I;1;20;60;Sportsbook
822;01284UW   ;10/12/2012;46;5;I;4;19;0;Sportsbook
823;00497XG   ;03/09/2012;453;0;I;32;18,6;9,35;Games
